id	name	description
57	FUNCTION: NADH:ubiquinone reductase (Na(+)-transporting). Na(+)-NQR. Na(+)-translocating NADH-quinone reductase.	FUNCTION: NADH:ubiquinone reductase (Na(+)-transporting). Na(+)-NQR. Na(+)-translocating NADH-quinone reductase. An iron-sulfur flavoprotein, containing two covalently bound molecules of FMN, one non-covalently bound FAD, one riboflavin, and one [2Fe-2S] cluster. Formerly EC 1.6.5.8.
58	FUNCTION: UMP kinase. UMPK. UMP-kinase. uridine monophosphate kinase. uridylate kinase.	FUNCTION: UMP kinase. UMPK. UMP-kinase. uridine monophosphate kinase. uridylate kinase. Strictly specific for UMP as substrate and is used by prokaryotes in the de novo synthesis of pyrimidines, in contrast to eukaryotes, which use the dual-specificity enzyme EC 2.7.4.14 for the same purpose. Subject of feedback regulation, being inhibited by UTP and activated by GTP.
59	FUNCTION: pullulanase. alpha-dextrin endo-1,6-alpha-glucosidase. amylopectin 6-glucanohydrolase. debranching enzyme. limit dextrinase. pullulan 6-glucanohydrolase.	FUNCTION: pullulanase. alpha-dextrin endo-1,6-alpha-glucosidase. amylopectin 6-glucanohydrolase. debranching enzyme. limit dextrinase. pullulan 6-glucanohydrolase. Different from EC 3.2.1.142 in its action on glycogen, and its rate of hydrolysis of limit dextrins. Its action on amylopectin is complete. Maltose is the smallest sugar that it can release from an alpha- (1->6)-linkage. Formerly EC 3.2.1.69.
60	FUNCTION: 3-phosphoshikimate 1-carboxyvinyltransferase. 3-enol-pyruvoylshikimate-5-phosphate synthase. 5-enolpyruvylshikimate-3-phosphate synthase. EPSP synthase.	FUNCTION: 3-phosphoshikimate 1-carboxyvinyltransferase. 3-enol-pyruvoylshikimate-5-phosphate synthase. 5-enolpyruvylshikimate-3-phosphate synthase. EPSP synthase. 
61	FUNCTION: GTP cyclohydrolase I. 	FUNCTION: GTP cyclohydrolase I.  The reaction involves hydrolysis of two C-N bonds and isomerization of the pentose unit; the recyclization may be non-enzymic. Involved in the de novo synthesis of tetrahydrobiopterin from GTP, with the other enzymes involved being EC 1.1.1.153 and EC 4.2.3.12.
62	FUNCTION: glutathione transferase. glutathione S-alkyltransferase. glutathione S-aralkyltransferase. glutathione S-aryltransferase. S-(hydroxyalkyl)glutathione lyase.	FUNCTION: glutathione transferase. glutathione S-alkyltransferase. glutathione S-aralkyltransferase. glutathione S-aryltransferase. S-(hydroxyalkyl)glutathione lyase. A group of enzymes of broad specificity. R may be an aliphatic, aromatic or heterocyclic group; X may be a sulfate, nitrile or halide group. Also catalyzes the addition of aliphatic epoxides and arene oxides to glutathione, the reduction of polyol nitrate by glutathione to polyol and nitrile, certain isomerization reactions and disulfide interchange. Formerly EC 1.8.6.1, EC 2.5.1.12, EC 2.5.1.13, EC 2.5.1.14 and EC 4.4.1.7.
63	FUNCTION: pantothenate kinase. ATP:pantothenate 4'-phosphotransferase. D-pantothenate kinase. pantothenate kinase (phosphorylating). pantothenic acid kinase.	FUNCTION: pantothenate kinase. ATP:pantothenate 4'-phosphotransferase. D-pantothenate kinase. pantothenate kinase (phosphorylating). pantothenic acid kinase. 
64	FUNCTION: guanylate kinase. deoxyguanylate kinase. GMP kinase. guanosine monophosphate kinase.	FUNCTION: guanylate kinase. deoxyguanylate kinase. GMP kinase. guanosine monophosphate kinase. dGMP can also act as acceptor. dATP can act as donor.
65	FUNCTION: orotidine-5'-phosphate decarboxylase. OMPdcase. OMP decarboxylase. orotidine-5'-phosphate carboxy-lyase. orotidylic decarboxylase. UMP synthase. uridine 5'-monophosphate synthase.	FUNCTION: orotidine-5'-phosphate decarboxylase. OMPdcase. OMP decarboxylase. orotidine-5'-phosphate carboxy-lyase. orotidylic decarboxylase. UMP synthase. uridine 5'-monophosphate synthase. The enzyme from higher eukaryotes is identical with EC 2.4.2.10.
66	FUNCTION: UDP-N-acetylmuramate dehydrogenase. UDP-GlcNAc-enoylpyruvate reductase. UDP-N-acetylenolpyruvoylglucosamine reductase. UDP-N-acetylglucosamine-enoylpyruvate reductase. uridine diphosphoacetylpyruvoylglucosamine reductase. uridine diphospho-N-acetylglucosamine-enolpyruvate reductase.	FUNCTION: UDP-N-acetylmuramate dehydrogenase. UDP-GlcNAc-enoylpyruvate reductase. UDP-N-acetylenolpyruvoylglucosamine reductase. UDP-N-acetylglucosamine-enoylpyruvate reductase. uridine diphosphoacetylpyruvoylglucosamine reductase. uridine diphospho-N-acetylglucosamine-enolpyruvate reductase. NADH can to a lesser extent replace NADPH. Formerly EC 1.1.1.158.
67	FUNCTION: orotate phosphoribosyltransferase. OPRT. orotidine-5'-phosphate diphosphorylase. orotidine-5'-phosphate pyrophosphorylase. orotidylic acid phosphorylase.	FUNCTION: orotate phosphoribosyltransferase. OPRT. orotidine-5'-phosphate diphosphorylase. orotidine-5'-phosphate pyrophosphorylase. orotidylic acid phosphorylase. The enzyme from higher eukaryotes also catalyzes the reaction listed as EC 4.1.1.23.
68	FUNCTION: alcohol dehydrogenase. aldehyde reductase.	FUNCTION: alcohol dehydrogenase. aldehyde reductase. Acts on primary or secondary alcohols or hemi-acetals with very broad specificity; however the enzyme oxidizes methanol much more poorly than ethanol. The animal, but not the yeast, enzyme acts also on cyclic secondary alcohols.
69	FUNCTION: diamine N-acetyltransferase. acetyl-coenzyme A-1,4-diaminobutane N-acetyltransferase. diamine acetyltransferase. putrescine (diamine)-acetylating enzyme. putrescine acetylase. putrescine acetyltransferase. putrescine N-acetyltransferase. spermidine acetyltransferase. spermidine N(1)-acetyltransferase.	FUNCTION: diamine N-acetyltransferase. acetyl-coenzyme A-1,4-diaminobutane N-acetyltransferase. diamine acetyltransferase. putrescine (diamine)-acetylating enzyme. putrescine acetylase. putrescine acetyltransferase. putrescine N-acetyltransferase. spermidine acetyltransferase. spermidine N(1)-acetyltransferase. Acts on 1,3-diaminopropane, 1,5-diaminopentane, putrescine, spermidine (forming N(1)- and N(8)-acetylspermidine), spermine, N(1)- acetylspermidine and N(8)-acetylspermidine.
70	FUNCTION: cysteine synthase. acetylserine sulfhydrylase. cysteine synthetase. O(3)-acetyl-L-serine acetate-lyase (adding hydrogen-sulfide). O-acetyl-L-serine sulfhydrylase. O-acetyl-L-serine sulfohydrolase. O-acetylserine (thiol)-lyase. O-acetylserine (thiol)-lyase A. O-acetylserine sulfhydrylase. OAS sulfhydrylase.	FUNCTION: cysteine synthase. acetylserine sulfhydrylase. cysteine synthetase. O(3)-acetyl-L-serine acetate-lyase (adding hydrogen-sulfide). O-acetyl-L-serine sulfhydrylase. O-acetyl-L-serine sulfohydrolase. O-acetylserine (thiol)-lyase. O-acetylserine (thiol)-lyase A. O-acetylserine sulfhydrylase. OAS sulfhydrylase. Some alkyl thiols, cyanide, pyrazole and some other heterocyclic compounds can act as acceptors. Not identical with EC 2.5.1.51, EC 2.5.1.52 and EC 2.5.1.53. Formerly EC 4.2.99.8.
71	FUNCTION: nicotinate-nucleotide diphosphorylase (carboxylating). nicotinate-nucleotide pyrophosphorylase (carboxylating). quinolinate phosphoribosyltransferase (decarboxylating).	FUNCTION: nicotinate-nucleotide diphosphorylase (carboxylating). nicotinate-nucleotide pyrophosphorylase (carboxylating). quinolinate phosphoribosyltransferase (decarboxylating). The reaction is catalyzed in the opposite direction. Since quinolinate is synthesized from L-tryptophan in eukaryotes, but from L-aspartate in some prokaryotes, this is the first NAD+ biosynthesis enzyme shared by both eukaryotes and prokaryotes.
72	FUNCTION: ribonuclease T2. ribonuclease II.	FUNCTION: ribonuclease T2. ribonuclease II. A widely distributed family of related enzymes found in protozoans, plants, bacteria, animals and viruses that cleave ssRNA 3'-phosphate group with little base specificity. The enzyme catalyzes a two-stage endonucleolytic cleavage. The first reaction produces 5'-hydroxy-phosphooligonucletides and 3'-phosphooligonucleotides ending with a 2',3'-cyclic phosphodiester, which are released from the enzyme. The enzyme then hydrolyzes the cyclic products in a second reaction that takes place only when all the susceptible 3',5'-phosphodiester bonds have been cyclised. The second reaction is a reversal of the first reaction using the hydroxyl group of water instead of the 5'-hydroxyl group of ribose. The overall process is that of a phosphorus-oxygen lyase followed by hydrolysis to form the 3'-nucleotides. Formerly EC 2.7.7.17, EC 3.1.4.23 and EC 3.1.27.1.
73	FUNCTION: receptor protein serine/threonine kinase. activin receptor kinase. receptor serine/threonine protein kinase. receptor type II serine/threonine protein kinase. receptor type I serine/threonine protein kinase. TGF-beta kinase.	FUNCTION: receptor protein serine/threonine kinase. activin receptor kinase. receptor serine/threonine protein kinase. receptor type II serine/threonine protein kinase. receptor type I serine/threonine protein kinase. TGF-beta kinase. The transforming growth factor beta (TGF-beta) family of cytokines regulates cell proliferation, differentiation, recognition and death. Signaling occurs by the binding of ligand to the type II receptor, which is the constitutively active kinase. Bound TGF-beta is then recognized by receptor I, which is phosphorylated and can propagate the signal to downstream substrates. Formerly EC 2.7.1.37.
74	FUNCTION: ribokinase. 	FUNCTION: ribokinase.  2-Deoxy-D-ribose can also act as acceptor.
75	FUNCTION: ATP citrate synthase. acetyl-CoA:oxaloacetate acetyltransferase (isomerizing; ADP- phosphorylating). adenosine triphosphate citrate lyase. ATP:citrate oxaloacetate-lyase [(pro-S)-CH2COO(-)->acetyl-CoA] (ATP- dephosphorylating). ATP citrate (pro-S)-lyase. ATP-citrate (pro-S-)-lyase. ATP-citric lyase. citrate-ATP lyase. citrate cleavage enzyme. citric cleavage enzyme.	FUNCTION: ATP citrate synthase. acetyl-CoA:oxaloacetate acetyltransferase (isomerizing; ADP- phosphorylating). adenosine triphosphate citrate lyase. ATP:citrate oxaloacetate-lyase [(pro-S)-CH2COO(-)->acetyl-CoA] (ATP- dephosphorylating). ATP citrate (pro-S)-lyase. ATP-citrate (pro-S-)-lyase. ATP-citric lyase. citrate-ATP lyase. citrate cleavage enzyme. citric cleavage enzyme. The enzyme can be dissociated into components, two of which are identical with EC 4.1.3.34 and EC 6.2.1.18. Formerly EC 4.1.3.8.
76	FUNCTION: protein kinase C. calcium/phospholipid dependent protein kinase. calcium-dependent protein kinase C. calcium-independent protein kinase C. cPKC. nPKC. PKC.	FUNCTION: protein kinase C. calcium/phospholipid dependent protein kinase. calcium-dependent protein kinase C. calcium-independent protein kinase C. cPKC. nPKC. PKC. A family of serine- and threonine-specific protein kinases that depend on lipids for activity. They can be activated by calcium but have a requirement for the second messenger diacylglycerol. Members of this group of enzymes phosphorylate a wide variety of protein targets and are known to be involved in diverse cell- signaling pathways. Members of the protein kinase C family also serve as major receptors for phorbol esters, a class of tumor promoters. Formerly EC 2.7.1.37.
77	FUNCTION: mannan-binding lectin-associated serine protease-2. mannan-binding lectin-associated serine peptidase 2. mannose-binding lectin-associated serine protease-2. MASP2. MASP-2. MBP-associated serine protease-2.	FUNCTION: mannan-binding lectin-associated serine protease-2. mannan-binding lectin-associated serine peptidase 2. mannose-binding lectin-associated serine protease-2. MASP2. MASP-2. MBP-associated serine protease-2. Mannan-binding lectin (MBL) recognizes patterns of neutral carbohydrates, such as mannose and N-acetylglucosamine, on a wide range of microbial surfaces and is able to initiate activation of the lectin pathway of complement. Displays C1s-like esterolytic activity (cf. EC 3.4.21.42). It also cleaves C4 and C2 with efficiencies that are relatively higher than those of EC 3.4.21.42. Belongs to peptidase family S1A.
78	FUNCTION: UTP--glucose-1-phosphate uridylyltransferase. glucose-1-phosphate uridylyltransferase. UDP-glucose diphosphorylase. UDP-glucose pyrophosphorylase.	FUNCTION: UTP--glucose-1-phosphate uridylyltransferase. glucose-1-phosphate uridylyltransferase. UDP-glucose diphosphorylase. UDP-glucose pyrophosphorylase. 
79	FUNCTION: DNA topoisomerase. DNA topoisomerase I. nicking-closing enzyme. omega-protein. relaxing enzyme. swivelase. type I DNA topoisomerase. untwisting enzyme.	FUNCTION: DNA topoisomerase. DNA topoisomerase I. nicking-closing enzyme. omega-protein. relaxing enzyme. swivelase. type I DNA topoisomerase. untwisting enzyme. These enzymes bring about the conversion of one topological isomer of DNA into another, e.g., the relaxation of superhelical turns in DNA, the interconversion of simple and knotted rings of single-stranded DNA, and the intertwisting of single-stranded rings of complementary sequences, cf. EC 5.6.2.2. Formerly EC 5.99.1.2.
80	FUNCTION: indole-3-glycerol-phosphate synthase. indoleglycerol phosphate synthetase.	FUNCTION: indole-3-glycerol-phosphate synthase. indoleglycerol phosphate synthetase. In some organisms, this enzyme is part of a multifunctional protein together with one or more components of the system for biosynthesis of tryptophan (EC 2.4.2.18, EC 4.1.3.27, EC 4.2.1.20 and EC 5.3.1.24).
81	FUNCTION: ATP phosphoribosyltransferase. phosphoribosyl-ATP diphosphorylase. phosphoribosyl-ATP pyrophosphorylase.	FUNCTION: ATP phosphoribosyltransferase. phosphoribosyl-ATP diphosphorylase. phosphoribosyl-ATP pyrophosphorylase. Involved in histidine biosynthesis.
82	FUNCTION: dihydroorotate dehydrogenase (quinone). DHOD. DHOdehase. DHODH.	FUNCTION: dihydroorotate dehydrogenase (quinone). DHOD. DHOdehase. DHODH. This Class 2 dihydroorotate dehydrogenase enzyme contains FMN. The enzyme is found in eukaryotes in the mitochondrial membrane, in cyanobacteria, and in some Gram-negative and Gram-positive bacteria associated with the cytoplasmic membrane. The reaction is the only redox reaction in the de-novo biosynthesis of pyrimidine nucleotides. The best quinone electron acceptors for the enzyme from bovine liver are ubiquinone-6 and ubiquinone-7, although simple quinones, such as benzoquinone, can also act as acceptor at lower rates. Methyl-, ethyl-, tert-butyl and benzyl-(S)-dihydroorotates are also substrates, but methyl esters of (S)-1-methyl and (S)-3-methyl and (S)-1,3-dimethyldihydroorotates are not. Class 1 dihydroorotate dehydrogenases use either fumarate (EC 1.3.98.1), NAD(+) (EC 1.3.1.14) or NADP(+) (EC 1.3.1.15) as electron acceptor. Formerly EC 1.3.99.11.
83	FUNCTION: nucleoside-diphosphate kinase. NDK. nucleoside 5'-diphosphate phosphotransferase. nucleoside diphosphokinase.	FUNCTION: nucleoside-diphosphate kinase. NDK. nucleoside 5'-diphosphate phosphotransferase. nucleoside diphosphokinase. Many nucleoside diphosphates can act as acceptors. Many ribo- and deoxyribonucleoside triphosphates can act as donors.
84	FUNCTION: protein-tyrosine-phosphatase. phosphotyrosine phosphatase. PTPase.	FUNCTION: protein-tyrosine-phosphatase. phosphotyrosine phosphatase. PTPase. Dephosphorylates O-phosphotyrosine groups in phosphoproteins, such as the products of EC 2.7.10.2.
85	FUNCTION: histone acetyltransferase. lysine acetyltransferase. protein lysine acetyltransferase.	FUNCTION: histone acetyltransferase. lysine acetyltransferase. protein lysine acetyltransferase. A group of enzymes acetylating histones. Several of the enzymes can also acetylate lysines in other proteins.
86	FUNCTION: alcohol dehydrogenase (NADP(+)). aldehyde reductase (NADPH).	FUNCTION: alcohol dehydrogenase (NADP(+)). aldehyde reductase (NADPH). Some members of this group oxidize only primary alcohols; others act also on secondary alcohols. May be identical with EC 1.1.1.19, EC 1.1.1.33 and EC 1.1.1.55. Re-specific with respect to NADPH.
87	FUNCTION: cyclin-dependent kinase. cdc2 kinase. cdk-activating kinase. Cdk-activating protein kinase.	FUNCTION: cyclin-dependent kinase. cdc2 kinase. cdk-activating kinase. Cdk-activating protein kinase. Activation of cyclin-dependent kinases requires association of the enzyme with a regulatory subunit referred to as a cyclin. It is the sequential activation and inactivation of cyclin-dependent kinases, through the periodic synthesis and destruction of cyclins, that provides the primary means of cell-cycle regulation. Formerly EC 2.7.1.37.
